Per Diem/ Personnel,46.0
Purchased Goods,1013.0
Fuel/Oil,921.0
Insurance,9.0
Other (inc. Tax),84.0
Maintenance,762.0
Labor,150.0
Materials,146.0
Third Party,70.0
Total Direct,365.0
Burden,397.0
Aircraft Ownership,732.0
Rentals,459.0
Depreciation and Amortization,273.0
Other,7.0
Aircraft In Fleet,561.0
Seats Per Departure,194.0
Average Stage Length,1068.0
Gallons of Fuel Per Block Hour,1387.0
Load Factor,1.0
Block Hours,10.0
Airborne Hours,9.0
Departures,4.0
Small Narrowbodies,2566989.0
Pilots (000),627762.0
Salaries and Wages (000),469059.0
Pilot Training (000),22388.0
Benefits and Payroll Taxes (000),87128.0
Per Diem/ Personnel (000),49187.0
Purchased Goods (000),792582.0
Fuel/Oil (000),684007.0
Insurance (000),5449.0
Other (inc. Tax) (000),103126.0
Maintenance (000),672665.0
Labor (000),140549.0
Materials (000),114794.0
Third Party (000),33546.0
Total Direct (000),288889.0
Burden (000),383776.0
Aircraft Ownership (000),469981.0
Rentals (000),329030.0
Depreciation and Amortization (000),140951.0
Other (000),3999.0
Aircraft In Fleet,332.0
Seats Per Departure,128.0
Average Stage Length,716.0
Gallons of Fuel Per Block Hour,932.0
Load Factor,1.0
Block Hours,9.0
Airborne Hours,8.0
Departures,5.0
Block Hours,1144173.0
Airborne Hours,958162.0
Departures,579248.0
RPMs,3.6831941E10
ASMs,5.289929E10
Miles,4.14535134E8
Gallons,1.066688619E9
Aircraft Days,121668.0
Large Narrowbodies,1030469.0
Pilots (000),241915.0
Salaries and Wages (000),184523.0
Pilot Training (000),7964.0
Benefits and Payroll Taxes (000),34698.0
Per Diem/ Personnel (000),14730.0
Purchased Goods (000),279786.0
Fuel/Oil (000),241649.0
Insurance (000),3894.0
Other (inc. Tax) (000),34243.0
Maintenance (000),232645.0
Labor (000),43176.0
Materials (000),45747.0
Third Party (000),15916.0
Total Direct (000),104839.0
Burden (000),127806.0
Aircraft Ownership (000),274540.0
Rentals (000),186654.0
Depreciation and Amortization (000),87886.0
Other (000),1583.0
Aircraft In Fleet,90.0
Seats Per Departure,188.0
Average Stage Length,1410.0
Gallons of Fuel Per Block Hour,1053.0
Load Factor,1.0
Block Hours,11.0
Airborne Hours,10.0
Departures,3.0
Block Hours,357065.0
Airborne Hours,316019.0
Departures,106632.0
RPMs,1.9369956E10
ASMs,2.8252813E10
Miles,1.50333266E8
Gallons,3.76119683E8
Aircraft Days,32797.0
Widebodies,3135415.0
Pilots (000),636748.0
Salaries and Wages (000),496227.0
Pilot Training (000),17668.0
Benefits and Payroll Taxes (000),91978.0
Per Diem/ Personnel (000),30875.0
Purchased Goods (000),1033817.0
Fuel/Oil (000),988897.0
Insurance (000),8645.0
Other (inc. Tax) (000),36275.0
Maintenance (000),679719.0
Labor (000),128158.0
Materials (000),142068.0
Third Party (000),95343.0
Total Direct (000),365569.0
Burden (000),314150.0
Aircraft Ownership (000),777144.0
Rentals (000),438920.0
Depreciation and Amortization (000),338224.0
Other (000),7987.0
Aircraft In Fleet,139.0
Seats Per Departure,298.0
Average Stage Length,2746.0
Gallons of Fuel Per Block Hour,2492.0
Load Factor,1.0
Block Hours,11.0
Airborne Hours,11.0
Departures,2.0
Block Hours,578056.0
Airborne Hours,535212.0
Departures,99940.0
RPMs,6.0496354E10
ASMs,8.1692625E10
Miles,2.74457861E8
Gallons,1.440332508E9
Aircraft Days,50807.0
Total Fleet,6732873.0
Pilots (000),1506425.0
Salaries and Wages (000),1149809.0
Pilot Training (000),48020.0
Benefits and Payroll Taxes (000),213804.0
Per Diem/ Personnel (000),94792.0
Purchased Goods (000),2106185.0
Fuel/Oil (000),1914553.0
Insurance (000),17988.0
Other (inc. Tax) (000),173644.0
Maintenance (000),1585029.0
Labor (000),311883.0
Materials (000),302609.0
Third Party (000),144805.0
Total Direct (000),759297.0
Burden (000),825732.0
Aircraft Ownership (000),1521665.0
Rentals (000),954604.0
Depreciation and Amortization (000),567061.0
Other (000),13569.0
Aircraft In Fleet,561.0
Seats Per Departure,194.0
Average Stage Length,1068.0
Gallons of Fuel Per Block Hour,1387.0
Load Factor,1.0
Block Hours,10.0
Airborne Hours,9.0
Departures,4.0
Block Hours,2079294.0
Airborne Hours,1809393.0
Departures,785820.0
RPMs,1.16698251E11
ASMs,1.62844728E11
Miles,8.39326261E8
Gallons,2.88314081E9
Aircraft Days,205272.0
Number of Days,366.0
Sum of Block Hours,1144173.0
Sum of Airborne Hours,958162.0
Sum of Departures,579248.0
Sum of RPMs,3.6831941E10
Sum of ASMs,5.289929E10
Sum of Miles,4.14535134E8
Sum of Gallons,1.066688619E9
Sum of ACFleet,121668.0
Sum of Total AC Op,2566989.0
Sum of Pilots,627762.0
Sum of Salaries and Wages,469059.0
Sum of Pilot Training,22388.0
Sum of Benefits and Payroll Taxes,87128.0
Sum of Per Diem/ Personnel,49187.0
Sum of Purchased Goods,792582.0
Sum of Fuel/Oil,684007.0
Sum of Insurance,5449.0
Sum of Other (inc. Tax),103126.0
Sum of MX,672665.0
Sum of Labor,140549.0
Sum of Materials,114794.0
Sum of Third Party,33546.0
Sum of Total Direct,288889.0
Sum of Burden,383776.0
Sum of Aircraft Ownership,469981.0
Sum of Rentals,329030.0
Sum of Depreciation and Amortization,140951.0
Sum of Other,3203.0
Sum of Block Hours,357065.0
Sum of Airborne Hours,316019.0
Sum of Departures,106632.0
Sum of RPMs,1.9369956E10
Sum of ASMs,2.8252813E10
Sum of Miles,1.50333266E8
Sum of Gallons,3.76119683E8
Sum of ACFleet,32797.0
Sum of Total AC Op,1030469.0
Sum of Pilots,241915.0
Sum of Salaries and Wages,184523.0
Sum of Pilot Training,7964.0
Sum of Benefits and Payroll Taxes,34698.0
Sum of Per Diem/ Personnel,14730.0
Sum of Purchased Goods,279786.0
Sum of Fuel/Oil,241649.0
Sum of Insurance,3894.0
Sum of Other (inc. Tax),34243.0
Sum of MX,232645.0
Sum of Labor,43176.0
Sum of Materials,45747.0
Sum of Third Party,15916.0
Sum of Total Direct,104839.0
Sum of Burden,127806.0
Sum of Aircraft Ownership,274540.0
Sum of Rentals,186654.0
Sum of Depreciation and Amortization,87886.0
Sum of Other,1401.0
Sum of Block Hours,578056.0
Sum of Airborne Hours,535212.0
Sum of Departures,99940.0
Sum of RPMs,6.0496354E10
Sum of ASMs,8.1692625E10
Sum of Miles,2.74457861E8
Sum of Gallons,1.440332508E9
Sum of ACFleet,50807.0
Sum of Total AC Op,3135415.0
Sum of Pilots,636748.0
Sum of Salaries and Wages,496227.0
Sum of Pilot Training,17668.0
Sum of Benefits and Payroll Taxes,91978.0
Sum of Per Diem/ Personnel,30875.0
Sum of Purchased Goods,1033817.0
Sum of Fuel/Oil,988897.0
Sum of Insurance,8645.0
Sum of Other (inc. Tax),36275.0
Sum of MX,679719.0
Sum of Labor,128158.0
Sum of Materials,142068.0
Sum of Third Party,95343.0
Sum of Total Direct,365569.0
Sum of Burden,314150.0
Sum of Aircraft Ownership,777144.0
Sum of Rentals,438920.0
Sum of Depreciation and Amortization,338224.0
Sum of Other,9763.0
Sum of Block Hours,2079294.0
Sum of Airborne Hours,1809393.0
Sum of Departures,785820.0
Sum of RPMs,1.16698251E11
Sum of ASMs,1.62844728E11
Sum of Miles,8.39326261E8
Sum of Gallons,2.88314081E9
Sum of ACFleet,205272.0
Sum of Total AC Op,6732873.0
Sum of Pilots,1506425.0
Sum of Salaries and Wages,1149809.0
Sum of Pilot Training,48020.0
Sum of Benefits and Payroll Taxes,213804.0
Sum of Per Diem/ Personnel,94792.0
Sum of Purchased Goods,2106185.0
Sum of Fuel/Oil,1914553.0
Sum of Insurance,17988.0
Sum of Other (inc. Tax),173644.0
Sum of MX,1585029.0
Sum of Labor,311883.0
Sum of Materials,302609.0
Sum of Third Party,144805.0
Sum of Total Direct,759297.0
Sum of Burden,825732.0
Sum of Aircraft Ownership,1521665.0
Sum of Rentals,954604.0
Sum of Depreciation and Amortization,567061.0
Sum of Other,14367.0
