Departures,3.0
Small Narrowbodies,3023429.0
Pilots (000),438619.0
Salaries and Wages (000),277744.0
Pilot Training (000),8183.0
Benefits and Payroll Taxes (000),114430.0
Per Diem/ Personnel (000),38262.0
Purchased Goods (000),1549561.0
Fuel/Oil (000),1472334.0
Insurance (000),4151.0
Other (inc. Tax) (000),73076.0
Maintenance (000),683677.0
Labor (000),64374.0
Materials (000),70244.0
Third Party (000),334085.0
Total Direct (000),468531.0
Burden (000),215146.0
Aircraft Ownership (000),347380.0
Rentals (000),182889.0
Depreciation and Amortization (000),164491.0
Other (000),4192.0
Aircraft In Fleet,246.0
Seats Per Departure,132.0
Average Stage Length,942.0
Gallons of Fuel Per Block Hour,756.0
Load Factor,1.0
Block Hours,11.0
Airborne Hours,10.0
Departures,4.0
Block Hours,948700.0
Airborne Hours,916860.0
Departures,374105.0
RPMs,3.7882535514E10
ASMs,4.6338790494E10
Miles,3.5222097E8
Gallons,7.17106308E8
Aircraft Days,89792.0
Large Narrowbodies,1607203.0
Pilots (000),219889.0
Salaries and Wages (000),142916.0
Pilot Training (000),2725.0
Benefits and Payroll Taxes (000),58055.0
Per Diem/ Personnel (000),16193.0
Purchased Goods (000),891709.0
Fuel/Oil (000),847468.0
Insurance (000),1697.0
Other (inc. Tax) (000),42544.0
Maintenance (000),338068.0
Labor (000),34180.0
Materials (000),49877.0
Third Party (000),126760.0
Total Direct (000),210817.0
Burden (000),127251.0
Aircraft Ownership (000),156144.0
Rentals (000),96784.0
Depreciation and Amortization (000),59360.0
Other (000),1393.0
Aircraft In Fleet,97.0
Seats Per Departure,171.0
Average Stage Length,1449.0
Gallons of Fuel Per Block Hour,1022.0
Load Factor,1.0
Block Hours,11.0
Airborne Hours,11.0
Departures,3.0
Block Hours,405270.0
Airborne Hours,395203.0
Departures,115251.0
RPMs,2.3145963548E10
ASMs,2.8627548149E10
Miles,1.66956231E8
Gallons,4.1430162E8
Aircraft Days,35405.0
Widebodies,4014907.0
Pilots (000),456025.0
Salaries and Wages (000),301099.0
Pilot Training (000),6155.0
Benefits and Payroll Taxes (000),117687.0
Per Diem/ Personnel (000),31084.0
Purchased Goods (000),2401633.0
Fuel/Oil (000),2315494.0
Insurance (000),8914.0
Other (inc. Tax) (000),77225.0
Maintenance (000),730663.0
Labor (000),50490.0
Materials (000),96563.0
Third Party (000),325886.0
Total Direct (000),472875.0
Burden (000),257788.0
Aircraft Ownership (000),422348.0
Rentals (000),136650.0
Depreciation and Amortization (000),285698.0
Other (000),4238.0
Aircraft In Fleet,117.0
Seats Per Departure,273.0
Average Stage Length,3348.0
Gallons of Fuel Per Block Hour,2235.0
Load Factor,1.0
Block Hours,12.0
Airborne Hours,12.0
Departures,2.0
Block Hours,518229.0
Airborne Hours,512120.0
Departures,74638.0
RPMs,5.6445026856E10
ASMs,6.8121105273E10
Miles,2.49894476E8
Gallons,1.158383646E9
Aircraft Days,42705.0
Total Fleet,8645539.0
Pilots (000),1114533.0
Salaries and Wages (000),721759.0
Pilot Training (000),17063.0
Benefits and Payroll Taxes (000),290172.0
Per Diem/ Personnel (000),85539.0
Purchased Goods (000),4842903.0
Fuel/Oil (000),4635296.0
Insurance (000),14762.0
Other (inc. Tax) (000),192845.0
Maintenance (000),1752408.0
Labor (000),149044.0
Materials (000),216684.0
Third Party (000),786731.0
Total Direct (000),1152223.0
Burden (000),600185.0
Aircraft Ownership (000),925872.0
Rentals (000),416323.0
Depreciation and Amortization (000),509549.0
Other (000),9823.0
Aircraft In Fleet,460.0
Seats Per Departure,186.0
Average Stage Length,1364.0
Gallons of Fuel Per Block Hour,1223.0
Load Factor,1.0
Block Hours,11.0
Airborne Hours,11.0
Departures,3.0
Block Hours,1872199.0
Airborne Hours,1824183.0
Departures,563994.0
RPMs,1.17473525918E11
ASMs,1.43087443916E11
Miles,7.69071677E8
Gallons,2.289791574E9
Aircraft Days,167902.0
Number of Days,365.0
Sum of Block Hours,948700.0
Sum of Airborne Hours,916860.0
Sum of Departures,374105.0
Sum of RPMs,3.7882535514E10
Sum of ASMs,4.6338790494E10
Sum of Miles,3.5222097E8
Sum of Gallons,7.17106308E8
Sum of ACFleet,89792.0
Sum of Total AC Op,3023429.0
Sum of Pilots,438619.0
Sum of Salaries and Wages,277744.0
Sum of Pilot Training,8183.0
Sum of Benefits and Payroll Taxes,114430.0
Sum of Per Diem/ Personnel,38262.0
Sum of Purchased Goods,1549561.0
Sum of Fuel/Oil,1472334.0
Sum of Insurance,4151.0
Sum of Other (inc. Tax),73076.0
Sum of MX,683677.0
Sum of Labor,64374.0
Sum of Materials,70244.0
Sum of Third Party,334085.0
Sum of Total Direct,468531.0
Sum of Burden,215146.0
Sum of Aircraft Ownership,347380.0
Sum of Rentals,182889.0
Sum of Depreciation and Amortization,164491.0
Sum of Other,2403.0
Sum of Block Hours,405270.0
Sum of Airborne Hours,395203.0
Sum of Departures,115251.0
Sum of RPMs,2.3145963548E10
Sum of ASMs,2.8627548149E10
Sum of Miles,1.66956231E8
Sum of Gallons,4.1430162E8
Sum of ACFleet,35405.0
Sum of Total AC Op,1607203.0
Sum of Pilots,219889.0
Sum of Salaries and Wages,142916.0
Sum of Pilot Training,2725.0
Sum of Benefits and Payroll Taxes,58055.0
Sum of Per Diem/ Personnel,16193.0
Sum of Purchased Goods,891709.0
Sum of Fuel/Oil,847468.0
Sum of Insurance,1697.0
Sum of Other (inc. Tax),42544.0
Sum of MX,338068.0
Sum of Labor,34180.0
Sum of Materials,49877.0
Sum of Third Party,126760.0
Sum of Total Direct,210817.0
Sum of Burden,127251.0
Sum of Aircraft Ownership,156144.0
Sum of Rentals,96784.0
Sum of Depreciation and Amortization,59360.0
Sum of Other,1260.0
Sum of Block Hours,518229.0
Sum of Airborne Hours,512120.0
Sum of Departures,74638.0
Sum of RPMs,5.6445026856E10
Sum of ASMs,6.8121105273E10
Sum of Miles,2.49894476E8
Sum of Gallons,1.158383646E9
Sum of ACFleet,42705.0
Sum of Total AC Op,4014907.0
Sum of Pilots,456025.0
Sum of Salaries and Wages,301099.0
Sum of Pilot Training,6155.0
Sum of Benefits and Payroll Taxes,117687.0
Sum of Per Diem/ Personnel,31084.0
Sum of Purchased Goods,2401633.0
Sum of Fuel/Oil,2315494.0
Sum of Insurance,8914.0
Sum of Other (inc. Tax),77225.0
Sum of MX,730663.0
Sum of Labor,50490.0
Sum of Materials,96563.0
Sum of Third Party,325886.0
Sum of Total Direct,472875.0
Sum of Burden,257788.0
Sum of Aircraft Ownership,422348.0
Sum of Rentals,136650.0
Sum of Depreciation and Amortization,285698.0
Sum of Other,3167.0
Sum of Block Hours,1872199.0
Sum of Airborne Hours,1824183.0
Sum of Departures,563994.0
Sum of RPMs,1.17473525918E11
Sum of ASMs,1.43087443916E11
Sum of Miles,7.69071677E8
Sum of Gallons,2.289791574E9
Sum of ACFleet,167902.0
Sum of Total AC Op,8645539.0
Sum of Pilots,1114533.0
Sum of Salaries and Wages,721759.0
Sum of Pilot Training,17063.0
Sum of Benefits and Payroll Taxes,290172.0
Sum of Per Diem/ Personnel,85539.0
Sum of Purchased Goods,4842903.0
Sum of Fuel/Oil,4635296.0
Sum of Insurance,14762.0
Sum of Other (inc. Tax),192845.0
Sum of MX,1752408.0
Sum of Labor,149044.0
Sum of Materials,216684.0
Sum of Third Party,786731.0
Sum of Total Direct,1152223.0
Sum of Burden,600185.0
Sum of Aircraft Ownership,925872.0
Sum of Rentals,416323.0
Sum of Depreciation and Amortization,509549.0
Sum of Other,6830.0
